field,type,field_id,status,group,populated,blank,unique,publisher_default,action,top_values
trip_logs_rid,multipleLookupValues,flduasIc97fDJVCbb,source_evidence,evidence,28,0,28,no,source/lookup evidence only,recPl6cmTzaFGnC0W|recJVrJr42xY6Jo6g|recuxtFrRcsixXpuj|recpAXvnok8sIHMPt|recHq2RWlY6Btodc4|recZWAiQMCcf37r0K|recQLVMguh7nIjw0l|rec7zj4PDysF2BKA5|recekl7GkeXVBcK5Q|recCI9dnGELS6Qn3a|rechGj23TURyPipdu|recNBGbRjZGFtBjaG|recoZKr2tjKlPHIXI|recRW91DkDahJJEMc|recO58ozx8hPyULjx|recZRUKY80Ibn4xke|recHYw0lXEOkxkJmY|recEjr7k4k2ikL7KL|recJ0Q772s00GbNN3|recL8TJV3pSyAZFvR|rec9Y473xfG9a089F|rech34m79LlX9qkMr|recH0tw72EVIv6yia|recsJq0RlBCnH7wNY|recBAzyCrOh4QwEDF|recPiGaDMTL3dYs0C|recRjWZs9g3OrIQer|recrhufxl5F1MHnth|recWtJFsoC40k3HBw|recDSeToFKeHsLzA0|reciaFJqfJPPVyM8V|recZ1YqI7Rtsa1IC7|rec6awJqICopTQu5d|rec8K40Nf4BJBY2Yw|recRplqUGN4ImBmwk|recDZCXuxmRJJlOOJ|recu9ySm7FC5DQw5F|rec8DiXWsg3mUuesq|recafq5FyHebTwg3g|recocEo4wAaHTQuPz|recDEd3WtnqnvrvmC|recGlNeZWa8tpy42n|reczPrPLAwUcjnFEZ|recLJRZFNb5LwUR4E|reclJmsrRBNTd7cs0|rec32LbHPb6SlrcaH|recaBm5E8pnXieitY|recdPFNZZxpRxUQLQ|recJPuUpQtihWUKOx|recmIP4qUL1M1O4xw|reckuBXaNDUQN7dPJ|rec1szrObmerew1GX (1) | recbKWc3IJFk88KzY|recTMr6q9LWtiiVJl|recyDad5xeIXBq0Yf|recOUb6I5VZh0lFt7|reca1ykggBt6HlagX|recGJTAYChv2OYbJU|rec5zZf5SpNgC7hoD|recQWSKs0qxJBBjX1|recgrgd2pQXg6vgvO|recH8tES3m95Y8hBP|recFL3i91LZ1WfkMk|recf6gF0iMD45axXy|recBm8JYXXlDEOyE7|recmadGJYfnOoKtCX|reczGRkC6OywhPavF|recQB82QGNFiGL5ew|recA2Wk9KPWowgadb|recuLLvDDbBMxXee4|recENuhy5jU5IuQYP|recmnqlqwcFAmZRxR|recdO2UqJqkg5DoQq|reczodH3NSNSrth33|recQcxbponfj4mbvD|recLjgPcYw2d4ajtw|recH5C0gZTgZtm8Ul|recVB05P1fov4NYFm|recagF2pqhPKWRZ9o|recc4PSwrKZPc66vI|recZRMT6FXBmqtxgZ|reclwyW7aBKBJTKaE|recur6pQEAkjGVW9f|recFluE5H7VU3ifY2|rectl0mEFPBCEiYUa|recIBrUULbwbmg54l|recd8GRb3laO6JF94|rec6gjvTfYLRA6ilR|reciKlrBOZuyvVLsL|recGRytXSflohfmwH|recWOTgEY1YXiWfvE|recxZiqOmTndiwwY6|rec93TBkAbmeHfwVl|rec2fpXPT0MCqnna5|recKxHVhVUx5UvMkX|recqUSNIYqpxaNdCZ|rec52SPO2JUjlP77s|rechJgwk2X341A4KX|recQ48AKgnBKzKyRD|recXW5yaEC9FlpN9G|recHwpMHHXiDlM2Px|rec1XTPkTd9aRncrR|recctIU94jJSjZv2x|recmaasTiNm2VhEXH (1)
app_show_idv2,number,fld3wbfEeZiDUjSXw,value_of_truth,show,28,0,1,no,keep as canonical PRO field,200000061 (28)
app_dow_rawv2,singleLineText,fldiiKVfnis6Pv3Vs,value_of_truth,dow,28,0,1,no,keep as canonical PRO field,Sun (28)
shifted_to_next_dayv2,checkbox,fldhLU1QPKz76aTam,operational_control,operation,28,0,1,no,runner/control/audit field,true (28)
last_seen_at,date,fld5jNrC9XzvNMHDT,value_of_truth,last_seen,28,0,1,no,keep as canonical PRO field,2026-05-10 (28)
dropped_at,date,fldHFAesdsZDzj37A,operational_control,operation,0,28,0,no,runner/control/audit field,
table_name,formula,fld1jSKXcL24EXLmq,operational_control,operation,28,0,1,no,runner/control/audit field,watch_trips (28)
table_view,formula,fld1hekRTJvkZFMRd,operational_control,operation,28,0,1,no,runner/control/audit field,TODAY (28)
scope_key,formula,fldkEXiA3oYIV2gqS,value_of_truth,scope,28,0,1,no,keep as canonical PRO field,200000061|2026-05-10|Sun|1 (28)
people_endpointv2,formula,fldxMG1l3ah21Qy4k,source_evidence,evidence,28,0,2,no,source/lookup evidence only,https://broad-tooth-b8ed.gombcg.workers.dev/people/8778?pid=8778&show_id=200000061&customer_id=15 (23) | https://broad-tooth-b8ed.gombcg.workers.dev/people/19676?pid=19676&show_id=200000061&customer_id=15 (5)
scope_status,singleSelect,fldKEWIWM5k30r3Fe,value_of_truth,scope_status,28,0,1,yes,keep as canonical PRO field,current (28)
is_current_scope,checkbox,fld1HK3ieoLoucxpt,value_of_truth,current_scope,28,0,1,no,keep as canonical PRO field,true (28)
scope_run_id,singleLineText,fldzLUV264ECqAl12,value_of_truth,scope_run,28,0,1,no,keep as canonical PRO field,200000061-2026-05-09-1778382604 (28)
watch_entries_rid,multipleLookupValues,fld5DGVq1RUh2FAEW,inactive_blank_legacy_link,legacy_link,0,28,0,no,blank in PRO; do not use for PRO decisions,
watch_groups_rid,multipleLookupValues,fldhFoE9b3l3ddT76,inactive_blank_legacy_link,legacy_link,0,28,0,no,blank in PRO; do not use for PRO decisions,
watch_classes_rid,multipleLookupValues,fldzl5bCd7HNLOp8c,inactive_blank_legacy_link,legacy_link,0,28,0,no,blank in PRO; do not use for PRO decisions,
shows_rid,multipleLookupValues,fldjPDHKhkKpO73Ad,source_evidence,evidence,28,0,1,no,source/lookup evidence only,recqX2PPTCVTx329X (28)
scheduled_date,singleLineText,fldpqIecOImi6y4bx,value_of_truth,scheduled_date,28,0,1,yes,keep as canonical PRO field,2026-05-10 (28)
trigger_tags,multipleRecordLinks,fldt8WLHW2gQw0Yvz,relationship_link,link,0,28,0,no,relationship field; not a scalar truth value,
active_groups,multipleRecordLinks,fld1i2YchMe28iexC,inactive_blank_legacy_link,legacy_link,0,28,0,no,blank in PRO; do not use for PRO decisions,
horse_name,formula,fld1UR8MTjyZu670K,value_of_truth,horse,28,0,18,yes,keep as canonical PRO field,Jason (4) | Fento (3)
estimated_start_time (from groups_live) 2,multipleLookupValues,fldpNYu3werKwPWWg,inactive_duplicate_or_lookup,start_time,26,2,13,no,do not use as independent truth; compare to estimated_start_time,09:40:00 (4) | 10:20:09 (4)
8778_FIRST_sent_at (from class_alerts_8778),multipleLookupValues,fldFnHO9a96vISRyh,source_evidence,evidence,28,0,14,no,source/lookup evidence only,2026-05-10T12:51:19.696Z (4) | 2026-05-10T13:30:15.493Z (4)
